"name","AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient","cnt_score","essentialNode"
"ACTL6A",2.4206008583691,0.00674582190893407,0.413120567375887,0.515151515151515,12,5,FALSE,50.5,0,12,0,0.983856808427624,FALSE,0,"ACTL6A",3076,0.362709832134293,105.683333333333,"Yes"
"AHCY",2.3862660944206,0.00389860819149049,0.419064748201439,0.45,16,5,FALSE,26.5625,0,16,0,0.984246976199766,FALSE,0,"AHCY",2494,0.184461805555556,108.316666666667,"Yes"
"ANKRD22",5.47639484978541,0,0.182601880877743,0,1,9,FALSE,2,0,1,0,0.949131876706984,FALSE,0,"ANKRD22",0,0,44.543253968254,"No"
"ANLN",2.28326180257511,0.0171374359899236,0.43796992481203,0.811221507890123,59,6,FALSE,57.2881355932203,0,59,0,0.985417479516192,FALSE,0,"ANLN",12930,0.4090799031477,128.066666666667,"Yes"
"ARID3A",3.3519313304721,2.56777080811416e-05,0.298335467349552,0,2,6,FALSE,9,0,2,0,0.973273507608272,FALSE,0,"ARID3A",8,0.533333333333333,73.5333333333333,"No"
"ASB9",4.48068669527897,0.00858369098712446,0.223180076628352,0,2,8,FALSE,1.5,0,2,0,0.960446742099103,FALSE,0,"ASB9",2710,0.5,55.3059523809524,"No"
"ASCL2",2.68240343347639,0.00383193209322332,0.3728,0.6,6,6,FALSE,20.8333333333333,0,6,0,0.980881779165041,FALSE,0,"ASCL2",5508,0.212585034013605,94.6833333333333,"No"
"ASF1B",2.37768240343348,0.00044416513786551,0.42057761732852,0.900768693221523,54,6,FALSE,59.8888888888889,0,54,0,0.984344518142801,FALSE,0,"ASF1B",876,0.475308641975309,122.9,"Yes"
"ASNS",2.30472103004292,0.0124763395978436,0.43389199255121,0.43859649122807,19,5,FALSE,21.8421052631579,0,19,0,0.985173624658603,FALSE,0,"ASNS",5414,0.140916808149406,112.033333333333,"Yes"
"ASPM",2.13304721030043,0.00232453984640522,0.468812877263582,0.879234972677596,61,5,FALSE,59.8524590163934,0,61,0,0.987124463519313,FALSE,0,"ASPM",5376,0.386144896879958,132.9,"Yes"
"ATAD2",2.20171673819742,0.00261502049584202,0.454191033138402,0.925170068027211,49,5,FALSE,61.734693877551,0,49,0,0.986344127975029,FALSE,0,"ATAD2",3682,0.408839032301662,126.233333333333,"Yes"
"AURKA",2.09012875536481,0.0163833530459172,0.478439425051335,0.707246376811594,70,5,FALSE,53.9142857142857,0,70,0,0.987612173234491,FALSE,0,"AURKA",10368,0.347741935483871,137.566666666667,"Yes"
"AURKB",2.04291845493562,0.011476129928337,0.489495798319328,0.671993911719939,73,5,FALSE,53.5479452054795,0,73,0,0.988148653921186,FALSE,0,"AURKB",11640,0.326511861009021,140.4,"Yes"
"AXIN2",2.60085836909871,0.0248616337271874,0.384488448844884,0.257575757575758,12,6,FALSE,13.25,0,12,0,0.981808427623878,FALSE,0,"AXIN2",18982,0.124213836477987,99.5166666666667,"Yes"
"AZGP1",2.87982832618026,0.0197290867893973,0.347242921013413,0.0666666666666667,6,6,FALSE,13.6666666666667,0,6,0,0.978638314475224,FALSE,0,"AZGP1",4966,0.178082191780822,89.15,"No"
"BMP7",3.42918454935622,0.000299260092168303,0.291614518147685,0.666666666666667,4,7,FALSE,10.75,0,4,0,0.972395630120952,FALSE,0,"BMP7",118,0.398148148148148,74.0595238095238,"No"
"BOP1",2.52360515021459,0.00552252613241456,0.396258503401361,0.607843137254902,18,5,FALSE,20.6111111111111,0,18,0,0.982686305111198,FALSE,0,"BOP1",3300,0.177681992337165,104.183333333333,"Yes"
"BUB1",2.09871244635193,0.00504555399631501,0.476482617586912,0.758121158911326,68,5,FALSE,55.9117647058824,0,68,0,0.987514631291455,FALSE,0,"BUB1",8134,0.35840874811463,136.566666666667,"Yes"
"BUB1B",2.09442060085837,0.00641262587641663,0.477459016393443,0.75548726953468,68,5,FALSE,55.7058823529412,0,68,0,0.987563402262973,FALSE,0,"BUB1B",8632,0.35481453727988,136.733333333333,"Yes"
"C4BPB",3.85836909871245,0.00152330851311373,0.259176863181313,0,2,7,FALSE,4.5,0,2,0,0.967518532969177,FALSE,0,"C4BPB",536,0.583333333333333,64.4523809523809,"No"
"CA9",2.59227467811159,0.0147125934874662,0.385761589403974,0.214285714285714,8,6,FALSE,19.625,0,8,0,0.981905969566914,FALSE,0,"CA9",6614,0.177752293577982,98.35,"No"
"CCL19",3.08583690987124,0.00238325579020223,0.324061196105702,0.590909090909091,12,6,FALSE,13.4166666666667,0,12,0,0.976297307842372,FALSE,0,"CCL19",1024,0.327235772357724,84.8666666666667,"No"
"CCL20",3.11587982832618,0.00536972671302119,0.320936639118457,0.5,17,6,FALSE,11.8235294117647,0,17,0,0.975955911041748,FALSE,0,"CCL20",2576,0.295588235294118,86.35,"No"
"CCL23",3.21888412017167,0.0021454570050537,0.310666666666667,0.688888888888889,10,6,FALSE,13,0,10,0,0.974785407725322,FALSE,0,"CCL23",1272,0.433333333333333,80.6333333333333,"No"
"CCNA2",2.06437768240343,0.00581137651821382,0.484407484407484,0.733333333333333,70,5,FALSE,55.0142857142857,0,70,0,0.987904799063597,FALSE,0,"CCNA2",8414,0.339594356261023,138.566666666667,"Yes"
"CCNB1",1.99141630901288,0.0334606292643181,0.502155172413793,0.709316770186335,70,5,FALSE,54.3142857142857,0,70,0,0.988733905579399,FALSE,0,"CCNB1",16456,0.310367346938775,141.066666666667,"Yes"
"CCNB2",2.11158798283262,0.00543174784674512,0.473577235772358,0.786946386946387,66,5,FALSE,56.6666666666667,0,66,0,0.987368318376902,FALSE,0,"CCNB2",7220,0.365591397849462,135.4,"Yes"
"CCT2",2.51931330472103,0.0158721585690425,0.396933560477002,0.29004329004329,22,6,FALSE,23.4090909090909,0,22,0,0.982735076082716,FALSE,0,"CCT2",6244,0.173063973063973,107.716666666667,"Yes"
"CD46",3.90557939914163,0.00141388084665107,0.256043956043956,0.333333333333333,3,7,FALSE,5,0,3,0,0.966982052282481,FALSE,0,"CD46",206,0.388888888888889,64.3357142857143,"No"
"CD55",4.18454935622318,0.000624827048230153,0.238974358974359,0.333333333333333,3,8,FALSE,3,0,3,0,0.963811939133828,FALSE,0,"CD55",148,0.533333333333333,59.427380952381,"No"
"CDC20",2.07725321888412,0.00838351721399015,0.481404958677686,0.73441615452151,68,5,FALSE,55.5,0,68,0,0.987758486149044,FALSE,0,"CDC20",9186,0.346875,137.316666666667,"Yes"
"CDC25A",2.13733905579399,0.00572569155781691,0.467871485943775,0.78886872353297,58,5,FALSE,57.5172413793103,0,58,0,0.987075692547796,FALSE,0,"CDC25A",5466,0.366351855919174,131.733333333333,"Yes"
"CDC25B",2.37339055793991,0.000158453708945802,0.421338155515371,0.98,25,5,FALSE,65.8,0,25,0,0.984393289114319,FALSE,0,"CDC25B",428,0.473381294964029,111.933333333333,"Yes"
"CDCA3",2.35622317596567,0.000260248792339442,0.424408014571949,0.927922077922078,56,6,FALSE,60.5,0,56,0,0.98458837300039,FALSE,0,"CDCA3",616,0.468992248062016,124.4,"Yes"
"CDCA5",2.34763948497854,0.000515662114396407,0.425959780621572,0.873446327683616,60,6,FALSE,58.7833333333333,0,60,0,0.984685914943426,FALSE,0,"CDCA5",936,0.462860892388451,126.066666666667,"Yes"
"CDCA7",2.21459227467811,0.00108641808012432,0.451550387596899,0.956632653061224,49,5,FALSE,62.7755102040816,0,49,0,0.986197815060476,FALSE,0,"CDCA7",2804,0.418503401360544,125.933333333333,"Yes"
"CDCA8",2.22317596566524,0.0198676995993101,0.44980694980695,0.73134328358209,67,6,FALSE,54.865671641791,0,67,0,0.986100273117441,FALSE,0,"CDCA8",11214,0.380907960199005,132.9,"Yes"
"CDH3",2.96137339055794,0.00389998985897795,0.33768115942029,0.166666666666667,4,6,FALSE,19.5,0,4,0,0.977711666016387,FALSE,0,"CDH3",948,0.256756756756757,86.7333333333333,"No"
"CDK4",2.14163090128755,0.031376890564657,0.466933867735471,0.581176470588235,51,5,FALSE,50.6078431372549,0,51,0,0.987026921576278,FALSE,0,"CDK4",16766,0.318041682081638,129.1,"Yes"
"CDKN3",2.18454935622318,0.00129143353317899,0.457760314341847,0.927601809954751,52,5,FALSE,61.8846153846154,0,52,0,0.9865392118611,FALSE,0,"CDKN3",3066,0.407135627530364,127.9,"Yes"
"CDT1",2.1244635193133,0.00272152783855262,0.470707070707071,0.80109126984127,64,5,FALSE,57.328125,0,64,0,0.987222005462349,FALSE,0,"CDT1",5456,0.372260551948052,134.233333333333,"Yes"
"CEL",3.68669527896996,0.00194317697926199,0.271245634458673,0,3,7,FALSE,4.66666666666667,0,3,0,0.969469371829887,FALSE,0,"CEL",758,0.366666666666667,68.0261904761905,"No"
"CENPA",2.09871244635193,0.00462671251671555,0.476482617586912,0.782692307692308,65,5,FALSE,56.8923076923077,0,65,0,0.987514631291455,FALSE,0,"CENPA",6510,0.357813255926463,135.566666666667,"Yes"
"CENPF",2.14163090128755,0.00245237379316569,0.466933867735471,0.857218402961396,62,5,FALSE,58.9032258064516,0,62,0,0.987026921576278,FALSE,0,"CENPF",5522,0.387521222410866,132.9,"Yes"
"CEP55",2.30901287553648,0.0156161468001472,0.433085501858736,0.834240774349667,58,5,FALSE,57.2931034482759,0,58,0,0.985124853687085,FALSE,0,"CEP55",6586,0.440450928381963,126.316666666667,"Yes"
"CFB",3.27038626609442,0.0096397078335133,0.305774278215223,0.166666666666667,4,7,FALSE,7.5,0,4,0,0.974200156067109,FALSE,0,"CFB",2606,0.28,76.8761904761905,"No"
"CHEK1",2.07296137339056,0.0104301885630924,0.4824016563147,0.730179028132992,69,5,FALSE,55.0144927536232,0,69,0,0.987807257120562,FALSE,0,"CHEK1",8484,0.345911949685535,137.816666666667,"Yes"
"CHTF18",2.45064377682403,0.000423458615990405,0.408056042031524,0.868421052631579,20,6,FALSE,61.25,0,20,0,0.983515411627,FALSE,0,"CHTF18",708,0.467557251908397,107.766666666667,"Yes"
"CKMT2",3.49356223175966,0.017093384638153,0.286240786240786,0,2,7,FALSE,10,0,2,0,0.971664065548186,FALSE,0,"CKMT2",5416,0.5,72.0428571428571,"No"
"CKS1B",2.16738197424893,0.00202345385059125,0.461386138613861,0.848357791754018,54,5,FALSE,59.462962962963,0,54,0,0.986734295747171,FALSE,0,"CKS1B",3704,0.386123136123136,129.233333333333,"Yes"
"CKS2",2.36480686695279,0.000214722215962051,0.422867513611615,0.940493468795356,53,6,FALSE,61.4528301886792,0,53,0,0.984490831057355,FALSE,0,"CKS2",434,0.472714078374456,123.066666666667,"Yes"
"CLDN1",2.97854077253219,0.00739167808419269,0.335734870317003,0.0476190476190476,7,6,FALSE,7.71428571428571,0,7,0,0.977516582130316,FALSE,0,"CLDN1",1592,0.166666666666667,85.1,"No"
"CLDN2",3.30472103004292,0.00202065870350313,0.302597402597403,0.166666666666667,4,7,FALSE,5.5,0,4,0,0.973809988294967,FALSE,0,"CLDN2",328,0.277777777777778,75.4761904761905,"No"
"COL7A1",3.21030042918455,1.18585474512661e-05,0.311497326203209,0.9,5,6,FALSE,15.2,0,5,0,0.974882949668357,FALSE,0,"COL7A1",6,0.506666666666667,78.6833333333333,"No"
"CSE1L",2.72532188841202,0.000534534716124906,0.366929133858268,0.361111111111111,9,6,FALSE,42.8888888888889,0,9,0,0.980394069449864,FALSE,0,"CSE1L",418,0.357407407407407,97.1,"No"
"CST1",3.71244635193133,0.000350754179454471,0.269364161849711,0,2,7,FALSE,5,0,2,0,0.96917674600078,FALSE,0,"CST1",60,0.5,67.052380952381,"No"
"CTSG",3.24463519313305,0.000231018383985713,0.308201058201058,0.5,4,6,FALSE,14.75,0,4,0,0.974492781896215,FALSE,0,"CTSG",200,0.483333333333333,77.7833333333333,"No"
"CXCL1",2.37768240343348,0.0418316849319441,0.42057761732852,0.385281385281385,22,6,FALSE,17.5454545454545,0,22,0,0.984344518142801,FALSE,0,"CXCL1",16554,0.12269548633185,111.016666666667,"Yes"
"CXCL10",2.50643776824034,0.0367528033932641,0.398972602739726,0.457516339869281,18,6,FALSE,16.2222222222222,0,18,0,0.982881388997269,FALSE,0,"CXCL10",14572,0.137005649717514,104.85,"Yes"
"CXCL2",3.17596566523605,0.000518669073702431,0.314864864864865,0.757575757575758,12,6,FALSE,14.4166666666667,0,12,0,0.975273117440499,FALSE,0,"CXCL2",228,0.411904761904762,82.7166666666667,"No"
"CXCL5",3.04721030042918,0.00175418352845988,0.328169014084507,0.591666666666667,16,6,FALSE,13.3125,0,16,0,0.976736246586032,FALSE,0,"CXCL5",874,0.302556818181818,87.5333333333333,"No"
"CXCL6",2.56223175965665,0.00936721711584243,0.390284757118928,0.628205128205128,13,6,FALSE,19.6153846153846,0,13,0,0.982247366367538,FALSE,0,"CXCL6",5978,0.172064777327935,101.266666666667,"Yes"
"CXCL9",3.16738197424893,0.000187946945265201,0.315718157181572,0.787878787878788,12,6,FALSE,14.5833333333333,0,12,0,0.975370659383535,FALSE,0,"CXCL9",138,0.416666666666667,82.85,"No"
"DCUN1D5",3.34763948497854,0,0.298717948717949,0,1,7,FALSE,59,0,1,0,0.973322278579789,FALSE,0,"DCUN1D5",0,0,77.4928571428571,"No"
"DDIT4",2.66523605150215,1.66494006215776e-05,0.375201288244767,0.9,5,5,FALSE,27.6,0,5,0,0.981076863051112,FALSE,0,"DDIT4",4,0.276,94.6833333333333,"No"
"DDX21",2.39055793991416,0.00337921478746794,0.418312387791741,0.65,16,5,FALSE,30.5625,0,16,0,0.984198205228248,FALSE,0,"DDX21",3362,0.210775862068966,108.35,"Yes"
"DHCR7",2.79828326180258,0.0193800254478887,0.357361963190184,0.111111111111111,9,6,FALSE,14.2222222222222,0,9,0,0.979564962934062,FALSE,0,"DHCR7",6662,0.162091503267974,93.0166666666667,"No"
"DKC1",2.33476394849785,0.0141702465125627,0.428308823529412,0.403333333333333,25,5,FALSE,28.8,0,25,0,0.984832227857979,FALSE,0,"DKC1",9736,0.194594594594595,113.433333333333,"Yes"
"DNMT1",2.36480686695279,0.0012033035546362,0.422867513611615,0.701298701298701,22,5,FALSE,56.5909090909091,0,22,0,0.984490831057355,FALSE,0,"DNMT1",828,0.392992424242424,111.266666666667,"Yes"
"DPEP1",3.58798283261803,0,0.278708133971292,0,1,7,FALSE,8,0,1,0,0.970591104174795,FALSE,0,"DPEP1",0,0,68.2261904761905,"No"
"DPM1",3.55793991416309,0.000508813549044287,0.281061519903498,0,2,7,FALSE,6,0,2,0,0.970932500975419,FALSE,0,"DPM1",188,0.5,69.9761904761905,"No"
"DTL",2.3519313304721,0.0090319081834108,0.425182481751825,0.864406779661017,59,6,FALSE,58.5423728813559,0,59,0,0.984637143971908,FALSE,0,"DTL",7042,0.464487489911219,125.566666666667,"Yes"
"E2F5",2.49356223175966,7.48720583351428e-06,0.401032702237522,0.916666666666667,9,5,FALSE,57,0,9,0,0.983027701911822,FALSE,0,"E2F5",6,0.448818897637795,101.933333333333,"Yes"
"EBNA1BP2",2.52360515021459,0.0108760106596677,0.396258503401361,0.676190476190476,15,5,FALSE,22.6,0,15,0,0.982686305111198,FALSE,0,"EBNA1BP2",5630,0.192592592592593,103.1,"Yes"
"EEF1E1",2.85407725321888,0.000556459198507576,0.350375939849624,0.2,5,6,FALSE,26.4,0,5,0,0.978930940304331,FALSE,0,"EEF1E1",260,0.26530612244898,91.2666666666667,"No"
"EPHB3",3.52789699570815,0,0.28345498783455,1,3,7,FALSE,9.66666666666667,0,3,0,0.971273897776044,FALSE,0,"EPHB3",0,0.644444444444444,70.7261904761905,"No"
"EPSTI1",3.49785407725322,0,0.285889570552147,1,2,7,FALSE,10,0,2,0,0.971615294576668,FALSE,0,"EPSTI1",0,0.555555555555556,71.1595238095238,"No"
"ETV4",2.64377682403433,0.00905283397705407,0.378246753246753,0.166666666666667,4,6,FALSE,29.5,0,4,0,0.981320717908701,FALSE,0,"ETV4",4164,0.287128712871287,95.0166666666667,"No"
"EVPL",3.72532188841202,0,0.268433179723502,0,1,7,FALSE,3,0,1,0,0.969030433086227,FALSE,0,"EVPL",0,0,65.3761904761905,"No"
"EXO1",2.08583690987124,0.00451366047648729,0.479423868312757,0.777156177156177,66,5,FALSE,56.9545454545455,0,66,0,0.987660944206009,FALSE,0,"EXO1",7140,0.353754940711462,136.4,"Yes"
"EXOSC4",2.7725321888412,0.000136607902875372,0.360681114551084,0.7,5,6,FALSE,31,0,5,0,0.979857588763168,FALSE,0,"EXOSC4",182,0.292452830188679,93.3166666666667,"No"
"EXOSC5",2.74248927038627,0.00104870275029767,0.364632237871674,0.472222222222222,9,6,FALSE,25.3333333333333,0,9,0,0.980198985563792,FALSE,0,"EXOSC5",810,0.232415902140673,95.8166666666667,"No"
"F12",4.12875536480687,0,0.242203742203742,0,1,7,FALSE,6,0,1,0,0.964445961763558,FALSE,0,"F12",0,0,59.0428571428571,"No"
"FASN",2.57081545064378,0.0191380973683471,0.3889816360601,0.288888888888889,10,5,FALSE,17.5,0,10,0,0.982149824424502,FALSE,0,"FASN",7710,0.161111111111111,99.35,"Yes"
"FBL",2.2618025751073,0.0256713853583566,0.442125237191651,0.290552584670232,34,5,FALSE,24.1764705882353,0,34,0,0.985661334373781,FALSE,0,"FBL",14614,0.156990068754775,119.1,"Yes"
"FOXA2",2.64377682403433,0.0408290085157292,0.378246753246753,0.178571428571429,8,6,FALSE,14.875,0,8,0,0.981320717908701,FALSE,0,"FOXA2",16756,0.147959183673469,96.4833333333333,"No"
"GART",2.48497854077253,0.0118353097456535,0.402417962003454,0.290598290598291,27,6,FALSE,19.8518518518519,0,27,0,0.983125243854858,FALSE,0,"GART",4974,0.152706552706553,109.933333333333,"Yes"
"GDF15",3.04291845493562,0.00396569743654404,0.328631875881523,0.392857142857143,8,6,FALSE,13,0,8,0,0.97678501755755,FALSE,0,"GDF15",1218,0.295454545454545,84.15,"No"
"GGH",2.78540772532189,8.15976409271165e-05,0.359013867488444,0.6,5,6,FALSE,47.4,0,5,0,0.979711275848615,FALSE,0,"GGH",50,0.488659793814433,92.2833333333333,"No"
"GLO1",3.13304721030043,0.00963211618365396,0.319178082191781,0.266666666666667,6,6,FALSE,8,0,6,0,0.975760827155677,FALSE,0,"GLO1",2486,0.264367816091954,80.3833333333333,"No"
"GNG4",3.18025751072961,0.00479913240845384,0.314439946018893,0.333333333333333,4,7,FALSE,12,0,4,0,0.975224346468982,FALSE,0,"GNG4",1556,0.335714285714286,79.5761904761905,"No"
"GPT2",3.02145922746781,0.0012182649158419,0.330965909090909,0.428571428571429,8,6,FALSE,13.75,0,8,0,0.977028872415138,FALSE,0,"GPT2",440,0.309659090909091,84.5833333333333,"No"
"GPX2",2.81974248927039,0.00436210731245479,0.354642313546423,0.0666666666666667,6,6,FALSE,17.6666666666667,0,6,0,0.979321108076473,FALSE,0,"GPX2",1310,0.191011235955056,91.6333333333333,"No"
"GTPBP4",2.48927038626609,0.0061275806740331,0.401724137931034,0.633986928104575,18,5,FALSE,21.9444444444444,0,18,0,0.98307647288334,FALSE,0,"GTPBP4",4000,0.179872495446266,105.35,"Yes"
"GZMB",2.55793991416309,0.00555193708396106,0.390939597315436,0.464285714285714,8,6,FALSE,25.625,0,8,0,0.982296137339056,FALSE,0,"GZMB",4066,0.219827586206897,99.5166666666667,"Yes"
"HACD3",4.3175965665236,0,0.231610337972167,0,1,7,FALSE,5,0,1,0,0.962300039016777,FALSE,0,"HACD3",0,0,56.402380952381,"No"
"HMGB2",2.91416309012876,0,0.343151693667158,1,3,6,FALSE,70.3333333333333,0,3,0,0.978248146703082,FALSE,0,"HMGB2",0,0.799242424242424,88.2666666666667,"No"
"HMMR",2.37768240343348,0.00020067444724642,0.42057761732852,0.928619528619529,55,6,FALSE,60.1818181818182,0,55,0,0.984344518142801,FALSE,0,"HMMR",474,0.481454545454545,123.233333333333,"Yes"
"HOXB8",4.60944206008584,0.00858369098712446,0.216945996275605,0,2,8,FALSE,1.5,0,2,0,0.95898361295357,FALSE,0,"HOXB8",3234,0.5,53.2107142857143,"No"
"HSPD1",2.39914163090129,0.00368066582967146,0.416815742397138,0.378787878787879,12,5,FALSE,31.3333333333333,0,12,0,0.984100663285213,FALSE,0,"HSPD1",2472,0.220070422535211,106.316666666667,"Yes"
"HSPE1",2.51502145922747,0.0361110738584766,0.397610921501706,0.313725490196078,18,6,FALSE,22.7222222222222,0,18,0,0.982783847054233,FALSE,0,"HSPE1",12420,0.169154228855721,106.083333333333,"Yes"
"HSPH1",2.60085836909871,0.00174365920870661,0.384488448844884,0.466666666666667,6,5,FALSE,26.8333333333333,0,6,0,0.981808427623878,FALSE,0,"HSPH1",1308,0.249221183800623,96.9833333333333,"No"
"IER3",3.26609442060086,0.00111235266873517,0.306176084099869,0.466666666666667,6,6,FALSE,10.8333333333333,0,6,0,0.974248927038627,FALSE,0,"IER3",300,0.395061728395062,77.95,"No"
"IFITM1",3.49785407725322,0,0.285889570552147,1,2,7,FALSE,10,0,2,0,0.971615294576668,FALSE,0,"IFITM1",0,0.555555555555556,71.1595238095238,"No"
"IL11",3.1587982832618,0.00192814671334477,0.316576086956522,0.642857142857143,8,6,FALSE,14.5,0,8,0,0.97546820132657,FALSE,0,"IL11",760,0.410714285714286,81.4333333333333,"No"
"IL24",3.33047210300429,1.05710480137001e-05,0.300257731958763,0.9,5,7,FALSE,15.2,0,5,0,0.97351736246586,FALSE,0,"IL24",4,0.608,76.1761904761905,"No"
"IMPDH1",2.68240343347639,0.000111832170087111,0.3728,0.722222222222222,9,6,FALSE,34,0,9,0,0.980881779165041,FALSE,0,"IMPDH1",98,0.293103448275862,97.5333333333333,"No"
"IMPDH2",2.36909871244635,0.00129261157495979,0.422101449275362,0.6,15,5,FALSE,37.8666666666667,0,15,0,0.984442060085837,FALSE,0,"IMPDH2",1186,0.252444444444444,108.766666666667,"Yes"
"IQGAP3",2.67381974248927,0.0104037571273078,0.373996789727127,0.851851851851852,27,6,FALSE,58.1851851851852,0,27,0,0.980979321108077,FALSE,0,"IQGAP3",12814,0.564545127651924,104.1,"Yes"
"IRX2",5.60515021459227,0,0.178407350689127,0,1,9,FALSE,2,0,1,0,0.947668747561451,FALSE,0,"IRX2",0,0,43.2253968253968,"No"
"ITGA2",2.97854077253219,0.0106976074598684,0.335734870317003,0.0357142857142857,8,6,FALSE,9.5,0,8,0,0.977516582130316,FALSE,0,"ITGA2",4462,0.186170212765957,86.1666666666667,"No"
"KIF11",2.12017167381974,0.00274613216527677,0.47165991902834,0.833829365079365,64,5,FALSE,58.265625,0,64,0,0.987270776433867,FALSE,0,"KIF11",6078,0.375907258064516,134.4,"Yes"
"KIF15",2.3519313304721,0.000650571378882575,0.425182481751825,0.869328493647913,58,6,FALSE,58.3620689655172,0,58,0,0.984637143971908,FALSE,0,"KIF15",1278,0.455953663793103,125.233333333333,"Yes"
"KIF20A",2.30901287553648,0.00932837158421837,0.433085501858736,0.833421470121629,62,6,FALSE,57.4838709677419,0,62,0,0.985124853687085,FALSE,0,"KIF20A",4866,0.435361681329423,128.15,"Yes"
"KIF2C",2.13733905579399,0.00294765280466488,0.467871485943775,0.836661546338966,63,5,FALSE,58.2380952380952,0,63,0,0.987075692547796,FALSE,0,"KIF2C",6258,0.383145363408521,133.4,"Yes"
